NUMBER	SwissProt ID (DUB)	SwissProt ID (Substrate)	SwissProt AC (DUB)	SwissProt AC (Substrate)	Gene Symbol (DUB)	Gene Symbol (Substrate)	SOURCE	SOURCEID	SENTENCE	DUBTYPE	COUNT	type	species
270	U17L2_HUMAN	H2AX_HUMAN	Q6R6M4	P16104	USP17L2	H2AFX	MEDLINE	28762656	<span class="match term0">Dub3</span> controls DNA damage signalling by direct deubiquitination of <span class="match term1">H2AX</span>	USP	1	Training data	H.sapiens
271	BAP1_HUMAN	OGT1_HUMAN	Q92560	O15294	BAP1	OGT	MEDLINE	29069806	The tumor suppressor <span class="match term0">BAP1</span> associates with ASXL1/2 to form the core Polycomb complex PR-DUB, which catalyzes the removal of mono-ubiquitin from several substrates including histone H2A. This complex also mediates the poly-deubiquitination of HCFC1, <span class="match term1">OGT</span> and PCG1-alpha, preventing them from proteasomal degradation.	UCH	1	Training data	H.sapiens
272	USP9X_HUMAN	CEP55_HUMAN	Q93008	Q53EZ4	USP9X	CEP55	MEDLINE	28620049	 Collectively, our experiments identified <span class="match term0">USP9X</span> as an integral component of the centrosome where it functions to stabilize PCM1 and <span class="match term1">CEP55</span> and promote centrosome biogenesis.	USP	1	Training data	H.sapiens
273	UBP10_HUMAN	SNX3_HUMAN	Q14694	O60493	USP10	SNX3	UNIPROT	UBP10_HUMAN	A two-hybrid screen identified sorting nexin 3 (<span class="match term1">SNX3</span>) as a novel substrate of <span class="match term0">Usp10</span>	USP	1	Other	H.sapiens
274	UBP4_HUMAN	PRPF3_HUMAN	Q13107	O43395	USP4	PRPF3	MEDLINE	28088760	USP15SART3 makes a complex with <span class="match term0">USP4</span> and this ternary complex serves as a platform to deubiquitinate <span class="match term1">PRP3</span>1 and <span class="match term1">PRP3</span>	USP	1	Other	H.sapiens
275	UBP5_HUMAN	MAF_HUMAN	P45974	O75444	USP5	MAF	MEDLINE	28933784	Consistent with the high level of c-<span class="match term1">Maf</span> protein in MM cells, <span class="match term0">USP5</span> was also highly expressed.	USP	1	Training data	H.sapiens
276	UBP14_HUMAN	CTNB1_HUMAN	P54578	P35222	USP14	CTNNB1	MEDLINE	29080116	Additionally, DUBs <span class="match term0">USP14</span>, USP15, USP47, and Fam/USP9X have been reported to prevent <span class="match term1">BETA-CATENIN</span> turnover by inhibiting its Ub-proteasomal degradation	USP	1	Training data	H.sapiens
277	CYLD_HUMAN	AKT1_HUMAN	Q9NQC7	P31749	CYLD	AKT1	MEDLINE	23300340	We showed that <span class="match term0">CYLD</span> was a DUB for <span class="match term1">Akt</span> and suppressed growth factor-mediated ubiquitination and activation of <span class="match term1">Akt</span>	USP	1	Training data	H.sapiens
278	CYLD_HUMAN	CDN2C_HUMAN	Q9NQC7	P42773	CYLD	CDKN2C	MEDLINE	33654169	In this paper, we identified <span class="match term0">CYLD</span> as a deubiquitinase of <span class="match term1">p18</span>, which binds to and removes the K48-linked polyubiquitylation chains conjugated onto <span class="match term1">p18</span>, thus stabilizing the <span class="match term1">p18</span> protein	USP	1	Other	H.sapiens
279	BAP1_HUMAN	1433T_HUMAN	Q92560	P27348	BAP1	YWHAQ	MEDLINE	29686263	The association between <span class="match term0">BAP1</span> and <span class="match term1">14-3-3</span> protein  releases the apoptotic inducer protein Bax from <span class="match term1">14-3-3</span> and promotes cell death through the intrinsic apoptosis pathway	UCH	1	Training data	H.sapiens
280	UBP18_HUMAN	M3K7_HUMAN	Q9UMW8	O43318	USP18	MAP3K7	MEDLINE	26240016	<span class="match term0">USP18</span> negatively regulates NF-kappaB signaling by targeting <span class="match term1">TAK1</span> and NEMO for deubiquitination	USP	1	Other	H.sapiens
281	USP9X_HUMAN	IRS2_HUMAN	Q93008	Q9Y4H2	USP9X	IRS2	MEDLINE	30338032	In a human prostate carcinoma cell line, small interfering RNA (siRNA)-mediated knockdown of <span class="match term0">USP9X</span> reduced IGF-IR as well as <span class="match term1">IRS-2</span> protein levels and increased their ubiquitination	USP	1	Other	H.sapiens
282	UBP28_HUMAN	P53_HUMAN	Q96RU2	P04637	USP28	TP53	MEDLINE	27371829	its interacting protein <span class="match term0">USP28</span> that can directly deubiquitinate <span class="match term1">p53</span> in vitro and ectopically stabilize <span class="match term1">p53</span> in vivo	USP	1	Other	H.sapiens
283	UBP11_HUMAN	H2AX_HUMAN	P51784	P16104	USP11	H2AFX	MEDLINE	28031783	28031783	USP	1	Training data	H.sapiens
284	UBP3_HUMAN	H2AX_HUMAN	Q9Y6I4	P16104	USP3	H2AFX	MEDLINE	28031783	28031783	USP	1	Training data	H.sapiens
285	MYSM1_HUMAN	STING_HUMAN	Q5VVJ2	Q86WV6	MYSM1	STING1	MEDLINE	33086059	<span class="match term0">MYSM1</span> subsequently interacts with <span class="match term1">STING</span> and cleaves <span class="match term1">STING</span> K63-linked ubiquitination to suppress cGAS-<span class="match term1">STING</span> signaling	JAMM	1	Other	H.sapiens
286	BRCC3_HUMAN	H2AX_HUMAN	P46736	P16104	BRCC3	H2AFX	MEDLINE	28778421	BRCA1/2-containing complex36 (<span class="match term0">BRCC36</span>) is one of the DUBs which localizes at the site of DSBs as a part of the RAP80 complex and deubiquitinates RNF8-dependent <span class="match term1">H2AX</span> ubiquitination	JAMM	1	Training data	H.sapiens
287	UBP10_HUMAN	H2AZ_HUMAN	Q14694	P0C0S5	USP10	H2AFZ	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
288	UBP19_HUMAN	HDAC2_HUMAN	O94966	Q92769	USP19	HDAC2	MEDLINE	27517492	<span class="match term0">USP19</span> deubiquitinates <span class="match term1">HDAC1/2</span> to regulate DNA damage repair and control chromosomal stability	USP	1	Training data	H.sapiens
289	UBP28_HUMAN	HIF1A_HUMAN	Q96RU2	Q16665	USP28	HIF1A	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
290	UBP3_HUMAN	KLF5_HUMAN	Q9Y6I4	Q13887	USP3	KLF5	MEDLINE	31624151	We demonstrated that <span class="match term0">USP3</span> interacts with <span class="match term1">KLF5</span> and stabilizes <span class="match term1">KLF5</span> via deubiquitination	USP	1	Other	H.sapiens
291	ATX3_HUMAN	CHK1_HUMAN	P54252	O14757	ATXN3	CHEK1	MEDLINE	28180282	Taken together, these findings reveal <span class="match term0">ATX3</span> to be a novel deubiquitinase of <span class="match term1">Chk1</span>, providing a new mechanism of <span class="match term1">Chk1</span> stabilization in genome integrity maintenance.	Josephin	1	Other	H.sapiens
292	UBP8_HUMAN	HIF1A_HUMAN	P40818	Q16665	USP8	HIF1A	MEDLINE	28279784	28279784	USP	1	Training data	H.sapiens
293	U17L2_HUMAN	FACE2_HUMAN	Q6R6M4	Q9Y256	USP17L2	RCE1	MEDLINE	19188362	we show that this effect is caused by the loss of <span class="match term1">RCE1</span> catalytic activity as a result of its deubiquitination by <span class="match term0">USP17</span>	USP	1	Other	H.sapiens
294	TNAP3_HUMAN	CACO2_HUMAN	P21580	Q13137	TNFAIP3	CALCOCO2	MEDLINE	26445063	<span class="match term1">NDP52</span> itself has to be activated by the E3 ligase TRAF6 via the attachment of Lys63-linked polyubiquitin chains. <span class="match term0">A20</span> counteracts the function of <span class="match term1">NDP52</span> in order to prevent an overactivation	OTU	1	Training data	H.sapiens
295	UBP18_HUMAN	FTO_HUMAN	Q9UMW8	Q9C0B1	USP18	FTO	MEDLINE	33461172	In this study, we demonstrated that the post-translational deubiquitination by <span class="match term0">USP18</span> up-regulates the protein but not mRNA of <span class="match term1">FTO</span> in bladder cancer tissues and cells	USP	1	Other	H.sapiens
296	CYLD_HUMAN	NTRK1_HUMAN	Q9NQC7	P04629	CYLD	NTRK1	MEDLINE	28335430	Moreover, additional studies showed that <span class="match term0">CYLD</span> specifically deubiquitinates polyubiquitin chains at K63 of different substrates (e.g., TRAF2 and TRAF6), or tyrosine kinase receptors such as <span class="match term1">TRKA</span>.	USP	1	Training data	H.sapiens
297	UBP3_HUMAN	CHK1_HUMAN	Q9Y6I4	O14757	USP3	CHEK1	MEDLINE	29735693	Herein, we show that the K63-linked ubiquitin chain at <span class="match term1">CHK1</span>'s K132 residue has an inhibitory effect on the kinase activity. Furthermore, we demonstrate that this modification can be removed by ubiquitin-specific protease 3 (<span class="match term0">USP3</span>), a deubiquitinating enzyme that targets K63-linked ubiquitin chains.	USP	1	Training data	H.sapiens
298	UBP7_HUMAN	NOTC1_HUMAN	Q93009	P46531	USP7	NOTCH1	MEDLINE	30224337	In turn, <span class="match term0">USP7</span> controls <span class="match term1">NOTCH1</span> levels through deubiquitination	USP	1	Other	H.sapiens
299	OTUB2_HUMAN	LMBL1_HUMAN	Q96DC9	Q9Y468	OTUB2	L3MBTL1	MEDLINE	24560272	Mechanistically, <span class="match term0">OTUB2</span> suppresses RNF8-mediated <span class="match term1">L3MBTL1</span> ubiquitination and Lys 63-linked ubiquitin chain formation in a deubiquitinating activity-dependent manner.	OTU	1	Other	H.sapiens
300	UBP48_HUMAN	H2A1B_HUMAN	Q86UV5	P04908	USP48	HIST1H2AE	MEDLINE	29335415	<span class="match term0">USP48</span> restrains resection by site-specific cleavage of the BRCA1 ubiquitin mark from <span class="match term1">H2A</span>	USP	1	Training data	H.sapiens
301	BAP1_HUMAN	H2A1_HUMAN	Q92560	P0C0S8	BAP1	HIST1H2AM	MEDLINE	28031783	28031783	UCH	1	Training data	H.sapiens
302	BRCC3_HUMAN	H2A1_HUMAN	P46736	P0C0S8	BRCC3	HIST1H2AM	MEDLINE	28031783	28031783	JAMM	1	Training data	H.sapiens
303	MYSM1_HUMAN	H2A1_HUMAN	Q5VVJ2	P0C0S8	MYSM1	HIST1H2AM	MEDLINE	28031783	28031783	JAMM	1	Training data	H.sapiens
304	UBP28_HUMAN	JUN_HUMAN	Q96RU2	P05412	USP28	JUN	MEDLINE	26410034	At present, the list of <span class="match term0">USP28</span> substrates shared with Fbw7 encompasses c-Myc, cyclin E1 [89], c-<span class="match term1">Jun</span>, NICD1 [90], and HIF1	USP	1	Training data	H.sapiens
305	OTUD3_HUMAN	PTEN_HUMAN	Q5T2D3	P60484	OTUD3	PTEN	MEDLINE	26280536	Here, we report <span class="match term0">OTUD3</span> as a deubiquitylase of <span class="match term1">PTEN</span>. <span class="match term0">OTUD3</span> interacts with, de-polyubiquitylates and stabilizes <span class="match term1">PTEN</span>.	OTU	1	Training data	H.sapiens
306	UBP22_HUMAN	H2A1_HUMAN	Q9UPT9	P0C0S8	USP22	HIST1H2AM	MEDLINE	26880980	<span class="match term0">USP22</span> was found to hydrolyze monoubiquitin tagged to uH2A and to antagonize PcG or hydrolyze monoubiquitin from uH2B to regulate MLL-trithorax-mediated trimethylation of histone H3 lysine-4	USP	1	Training data	H.sapiens
307	UBP4_HUMAN	RBL2_HUMAN	Q13107	Q08999	USP4	RBL2	MEDLINE	25121098	<span class="match term0">USP4</span>, reported as an oncogenic protein, is known to interact with the pocket proteins (Rb, p107, and <span class="match term1">p130</span>) although no deubiquitinating activity has been reported	USP	1	Training data	H.sapiens
308	UBP51_HUMAN	ZEB1_HUMAN	Q70EK9	P37275	USP51	ZEB1	MEDLINE	29119051	By screening a human deubiquitinase library, we identified <span class="match term0">USP51</span> as a deubiquitinase that binds, deubiquitinates, and stabilizes <span class="match term1">ZEB1</span>.	USP	1	Training data	H.sapiens
309	UBP26_HUMAN	H2A1_HUMAN	Q9BXU7	P0C0S8	USP26	HIST1H2AM	MEDLINE	28031783	28031783	USP	1	Training data	H.sapiens
310	UBP16_HUMAN	H2A1_HUMAN	Q9Y5T5	P0C0S8	USP16	HIST1H2AM	MEDLINE	28778421	USP3 and <span class="match term0">USP16</span> function to remove ubiquitin from histone <span class="match term1">H2A</span> during the DDR	USP	1	Training data	H.sapiens
311	UBP37_HUMAN	H2A1_HUMAN	Q86T82	P0C0S8	USP37	HIST1H2AM	MEDLINE	28031783	28031783	USP	1	Training data	H.sapiens
312	UBP49_HUMAN	PTEN_HUMAN	Q70CQ1	P60484	USP49	PTEN	MEDLINE	31001918	Further studies indicated that <span class="match term0">USP49</span> deubiquitinated <span class="match term1">PTEN</span> and stabilized <span class="match term1">PTEN</span> protein, which suggested that <span class="match term0">USP49</span> inhibited PI3K/AKT signaling by stabilizing <span class="match term1">PTEN</span> in NSCLC cells	USP	1	Other	H.sapiens
313	USP9X_HUMAN	RICTR_HUMAN	Q93008	Q6R327	USP9X	RICTOR	MEDLINE	33378666	<span class="match term0">USP9X</span> removes Lys63-linked ubiquitin from <span class="match term1">RICTOR</span> to promote its interaction with mTOR, thereby facilitating mTORC2 signaling	USP	1	Other	H.sapiens
314	UBP21_HUMAN	H2A1_HUMAN	Q9UK80	P0C0S8	USP21	HIST1H2AM	MEDLINE	27190257	In this study, we report that H2Aub markedly decreases in hepatocellular carcinoma. <span class="match term0">Usp21</span>, a <span class="match term1">H2A</span> deubiquitinase, is probably responsible for decrease in H2Aub.	USP	1	Training data	H.sapiens
315	UBP44_HUMAN	H2A1_HUMAN	Q9H0E7	P0C0S8	USP44	HIST1H2AM	MEDLINE	28031783	28031783	USP	1	Training data	H.sapiens
316	UBP15_HUMAN	CTNB1_HUMAN	Q9Y4E8	P35222	USP15	CTNNB1	MEDLINE	29080116	Additionally, DUBs USP14, <span class="match term0">USP15</span>, USP47, and Fam/USP9X have been reported to prevent <span class="match term1">BETA-CATENIN</span> turnover by inhibiting its Ub-proteasomal degradation	USP	1	Training data	H.sapiens
317	UBP12_HUMAN	H2A1_HUMAN	O75317	P0C0S8	USP12	HIST1H2AM	MEDLINE	28063927	It was shown that <span class="match term0">USP12</span> deubiquitinates histones <span class="match term1">H2A</span> and H2B both in vitro and in vivo	USP	1	Training data	H.sapiens
318	UBP3_HUMAN	H2A1_HUMAN	Q9Y6I4	P0C0S8	USP3	HIST1H2AM	MEDLINE	28778421	<span class="match term0">USP3</span> and USP16 function to remove ubiquitin from histone <span class="match term1">H2A</span> during the DDR	USP	1	Training data	H.sapiens
319	UBP18_HUMAN	SNAI1_HUMAN	Q9UMW8	O95863	USP18	SNAI1	MEDLINE	32742193	Conclusion: <span class="match term0">USP18</span> could promote the proliferation, migration, and invasion of colorectal cancer by deubiquitinating and stabilizing the <span class="match term1">Snail1</span> protein in colorectal cancer.	USP	1	Other	H.sapiens
320	UBP44_HUMAN	F16P1_HUMAN	Q9H0E7	P09467	USP44	FBP1	MEDLINE	31497353	<span class="match term0">USP44</span> suppresses pancreatic cancer progression and overcomes gemcitabine resistance by deubiquitinating <span class="match term1">FBP1</span>	USP	1	Other	H.sapiens
321	UBP5_HUMAN	WT1_HUMAN	P45974	P19544	USP5	WT1	MEDLINE	31845546	We further identified that <span class="match term0">USP5</span> deubiquitinated <span class="match term1">WT1</span> and stabilized its expression	USP	1	Other	H.sapiens
322	UBP10_HUMAN	H2B1C_HUMAN	Q14694	P62807	USP10	HIST1H2BI	MEDLINE	29288197	The deubiquitinase (DUB) <span class="match term0">Ubp10</span> is thought to promote heterochromatic silencing by maintaining low <span class="match term1">H2B</span>-Ub at sub-telomeres	USP	1	Training data	H.sapiens
323	UBP15_HUMAN	H2B1C_HUMAN	Q9Y4E8	P62807	USP15	HIST1H2BI	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
324	UBP3_HUMAN	H2B1C_HUMAN	Q9Y6I4	P62807	USP3	HIST1H2BI	MEDLINE	17980597	Here we identify the ubiquitin-specific protease 3 <span class="match term0">USP3</span> as a deubiquitinating enzyme for uH2A and u<span class="match term1">H2B</span>	USP	1	Training data	H.sapiens
325	UBP22_HUMAN	H2B1C_HUMAN	Q9UPT9	P62807	USP22	HIST1H2BI	MEDLINE	27775833	27775833	USP	1	Training data	H.sapiens
326	CYLD_HUMAN	TBK1_HUMAN	Q9NQC7	Q9UHD2	CYLD	TBK1	MEDLINE	18636086	<span class="match term0">CYLD</span> removes polyubiquitin chains from RIG-I as well as from TANK binding kinase 1 (<span class="match term1">TBK1</span>), the kinase that phosphorylates IRF3, coincident with an inhibition of the IRF3 signalling pathway.	USP	1	Other	H.sapiens
327	UBP42_HUMAN	H2B1C_HUMAN	Q9H9J4	P62807	USP42	HIST1H2BI	MEDLINE	25336640	Depletion of <span class="match term0">USP42</span> increased <span class="match term1">H2B</span> ubiquitylation at a model promoter and decreased both basal and induced transcription from a number of promoters	USP	1	Training data	H.sapiens
328	CYLD_HUMAN	CNTN2_HUMAN	Q9NQC7	Q02246	CYLD	CNTN2	MEDLINE	21824392	RESULTS: We show here that the deubiquitinase <span class="match term0">CYLD</span> physically interacts with <span class="match term1">Tax</span> and negatively regulates the ubiquitination of this viral protein	USP	1	Other	H.sapiens
329	UBP21_HUMAN	MP2K2_HUMAN	Q9UK80	P36507	USP21	MAP2K2	MEDLINE	29706623	The deubiquitinase <span class="match term0">USP21</span> stabilizes <span class="match term1">MEK2</span> to promote tumor growth	USP	1	Training data	H.sapiens
330	UBP12_HUMAN	MDM2_HUMAN	O75317	Q00987	USP12	MDM2	MEDLINE	29755129	We find that <span class="match term0">USP12</span> deubiquitinates <span class="match term1">MDM2</span> and AR, which in turn controls the levels of the TP53 tumour suppressor and AR oncogene in prostate cancer.	USP	1	Training data	H.sapiens
331	OTU1_HUMAN	ITCH_HUMAN	Q5VVQ6	Q96J02	YOD1	ITCH	MEDLINE	28416659	Deubiquitinase <span class="match term0">YOD1</span> potentiates YAP/TAZ activities through enhancing <span class="match term1">ITCH</span> stability	OTU	1	Training data	H.sapiens
332	OTUB1_HUMAN	XCT_HUMAN	Q96FW1	Q9UPY5	OTUB1	SLC7A11	MEDLINE	30709928	In this study, we utilized biochemial purification to identify the ubiquitin hydrolase <span class="match term0">OTUB1</span> as a key factor in modulating <span class="match term1">SLC7A11</span> stability	OTU	1	Other	H.sapiens
333	ZRAN1_HUMAN	PK3C3_HUMAN	Q9UGI0	Q8NEB9	ZRANB1	PIK3C3	MEDLINE	33637724	Here, we show that ubiquitin ligase UBE3C and deubiquitinating enzyme <span class="match term0">TRABID</span> reciprocally regulate K29/K48-branched ubiquitination of <span class="match term1">VPS34</span>	OTU	1	Other	H.sapiens
334	U17L2_HUMAN	MPIP1_HUMAN	Q6R6M4	P30304	USP17L2	CDC25A	UNIPROT	UBP8_HUMAN	mediates deubiquitination of <span class="match term1">CDC25A</span>, preventing <span class="match term1">CDC25A</span> degradation by the proteasome during the G1/S and G2/M phases promoting cell-cycle progression	USP	1	Other	H.sapiens
335	UBP22_HUMAN	CSN5_HUMAN	Q9UPT9	Q92905	USP22	COPS5	MEDLINE	32665011	Moreover, <span class="match term0">USP22</span> also interacted with <span class="match term1">CSN5</span> and stabilized <span class="match term1">CSN5</span> through deubiquitination	USP	1	Other	H.sapiens
336	UBP27_HUMAN	H2B1C_HUMAN	A6NNY8	P62807	USP27X	HIST1H2BI	MEDLINE	27132940	In contrast, depletion of non-enzymatic components, ATXN7L3 or ENY2, results in increased <span class="match term1">H2Bub1</span>. These observations led us to discover two H2Bub1 DUBs, <span class="match term0">USP27X</span> and USP51, which function independently of SAGA and compete with USP22 for ATXN7L3 and ENY2 for activity.	USP	1	Training data	H.sapiens
