NUMBER	SwissProt ID (E3)	SwissProt ID (Substrate)	SwissProt AC (E3)	SwissProt AC (Substrate)	Gene Symbol (E3)	Gene Symbol (Substrate)	SOURCE	SOURCEID	SENTENCE	E3TYPE	COUNT	type	species
1098	HUWE1_HUMAN	MYOD1_HUMAN	Q7Z6Z7	P15172	HUWE1	MYOD1	MEDLINE	22277673	<span class="match term0">HUWE1</span> ubiquitinates <span class="match term1">MyoD</span> and targets it for proteasomal degradation	HECT	1	Other	H.sapiens
1099	HUWE1_HUMAN	DUS4_HUMAN	Q7Z6Z7	Q13115	HUWE1	DUSP4	MEDLINE	34320342	Mechanistically, PRMT1-mediated methylation of <span class="match term1">DUSP4</span> triggers its ubiquitinylation by an E3 ligase <span class="match term0">HUWE1</span>	HECT	1	Other	H.sapiens
1100	HUWE1_HUMAN	OGT1_HUMAN	Q7Z6Z7	O15294	HUWE1	OGT	MEDLINE	30858176	30858176	HECT	1	Other	H.sapiens
1101	HUWE1_HUMAN	H4_HUMAN	Q7Z6Z7	P62805	HUWE1	H4C1	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1102	HUWE1_HUMAN	DPOLL_HUMAN	Q7Z6Z7	Q9UGP5	HUWE1	POLL	MEDLINE	22203964	UbiNet 2.0	HECT	1	Other	H.sapiens
1103	HUWE1_HUMAN	H2A2C_HUMAN	Q7Z6Z7	Q16777	HUWE1	H2AC20	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1104	HUWE1_HUMAN	ZBT17_HUMAN	Q7Z6Z7	Q13105	HUWE1	ZBTB17	MEDLINE	26212014	Syk-mediated tyrosine phosphorylation of <span class="match term0">mule</span> promotes TNF-induced JNK activation and cell death.	HECT	1	Other	H.sapiens
1105	HUWE1_HUMAN	HUWE1_HUMAN	Q7Z6Z7	Q7Z6Z7	HUWE1	HUWE1	MEDLINE	17580310	Ubiquitin activated by UBE1L2 could be used for ubiquitylation of p53 by MDM2 and supported the autoubiquitylation of the E3 ubiquitin ligases <span class="match term0">HectH9</span> and E6-AP	HECT	1	Training data	H.sapiens
1106	HUWE1_HUMAN	H11_HUMAN	Q7Z6Z7	Q02539	HUWE1	H1-1	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1107	HUWE1_HUMAN	Q8IZG5_HUMAN	Q7Z6Z7	Q8IZG5	HUWE1	SS18	MEDLINE	30818224	UbiNet 2.0	HECT	1	Other	H.sapiens
1108	HUWE1_HUMAN	CDC6_HUMAN	Q7Z6Z7	Q99741	HUWE1	CDC6	MEDLINE	18617514	UbiNet 2.0	HECT	1	Training data	H.sapiens
1109	HUWE1_HUMAN	BRCA1_HUMAN	Q7Z6Z7	P38398	HUWE1	BRCA1	MEDLINE	24472556	<span class="match term0">HUWE1</span> interacts with <span class="match term1">BRCA1</span> and promotes its degradation in the ubiquitin-proteasome pathway	HECT	1	Other	H.sapiens
1110	HUWE1_HUMAN	DPOLB_HUMAN	Q7Z6Z7	P06746	HUWE1	POLB	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1111	HUWE1_HUMAN	ASCL1_HUMAN	Q7Z6Z7	P50553	HUWE1	ASCL1	MEDLINE	29545540	Only cytoplasmic ubiquitylation targets <span class="match term1">Ascl1</span> for destruction, which occurs by conjugation of ubiquitin to lysines in the basic helix-loop-helix domain of <span class="match term1">Ascl1</span> and requires the E3 ligase <span class="match term0">Huwe1</span>	HECT	1	Other	H.sapiens
1112	HUWE1_HUMAN	ATOH1_HUMAN	Q7Z6Z7	Q92858	HUWE1	ATOH1	MEDLINE	27542412	Destabilization of <span class="match term1">Atoh1</span> by E3 Ubiquitin Ligase <span class="match term0">Huwe1</span> and Casein Kinase 1 Is Essential for Normal Sensory Hair Cell Development.	HECT	1	Other	H.sapiens
1113	HUWE1_HUMAN	HDAC2_HUMAN	Q7Z6Z7	Q92769	HUWE1	HDAC2	MEDLINE	22016339	UbiNet 2.0	HECT	1	Training data	H.sapiens
1114	I17RB_HUMAN	PEX7_HUMAN	Q9NRM6	O00628	IL17RB	PEX7	MEDLINE	30378028	Identification of DDB1 (damage-specific DNA-binding protein 1), a component of <span class="match term0">CRL4</span> (Cullin4A-RING ubiquitin ligase) E3 complex, as a <span class="match term1">Pex7</span>-interacting protein revealed that quality control of <span class="match term1">Pex7</span> by CRL4A is important for PTS2 protein import by preventing the accumulation of dysfunctional <span class="match term1">Pex7</span>	Other	1	Other	H.sapiens
1115	ING4_HUMAN	TF65_HUMAN	Q9UNL4	Q04206	ING4	RELA	MEDLINE	23624912	<span class="match term0">ING4</span> bound to <span class="match term1">p65</span> and delivered the Lys-48-linked polyubiquitin to Lys-62 residue of <span class="match term1">p65</span>, leading to ubiquitination of <span class="match term1">p65</span> and degradation	Other	1	Other	H.sapiens
1116	IRAK1_HUMAN	PELI1_HUMAN	P51617	Q96FA3	IRAK1	PELI1	MEDLINE	17675297	Whereas the Pellino proteins cause polyubiquitination of <span class="match term0">IRAK</span>-1, we also show that kinase-active members of the <span class="match term0">IRAK</span> family (<span class="match term0">IRAK</span>-1 and <span class="match term0">IRAK</span>-4) promote reciprocal polyubiquitination of the Pellino proteins and that this is associated with <span class="match term0">IRAK</span>-induced degradation of the Pellino family	SINGLE_OTHER	1	Training data	H.sapiens
1117	IRAK4_HUMAN	PELI1_HUMAN	Q9NWZ3	Q96FA3	IRAK4	PELI1	MEDLINE	17675297	Whereas the Pellino proteins cause polyubiquitination of IRAK-1, we also show that kinase-active members of the IRAK family (IRAK-1 and <span class="match term0">IRAK-4</span>) promote reciprocal polyubiquitination of the Pellino proteins and that this is associated with IRAK-induced degradation of the Pellino family	SINGLE_OTHER	1	Training data	H.sapiens
1118	ITCH_HUMAN	KLF10_HUMAN	Q96J02	Q13118	ITCH	KLF10	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1119	ITCH_HUMAN	SMAD7_HUMAN	Q96J02	O15105	ITCH	SMAD7	MEDLINE	15946939	UbiNet 2.0	HECT	1	Other	H.sapiens
1120	ITCH_HUMAN	FOXO1_HUMAN	Q96J02	Q12778	ITCH	FOXO1	MEDLINE	24859451	<span class="match term0">Itch</span> associated with the transcription factor <span class="match term1">Foxo1</span> and promoted its ubiquitination and degradation	HECT	1	Other	H.sapiens
1121	ITCH_HUMAN	CXCR4_HUMAN	Q96J02	P61073	ITCH	CXCR4	MEDLINE	19116316	The E3 ubiquitin ligase atrophin interacting protein 4 (<span class="match term0">AIP4</span>) mediates ubiquitination and down-regulation of the chemokine receptor <span class="match term1">CXCR4</span>	HECT	1	Training data	H.sapiens
1122	ITCH_HUMAN	BID_HUMAN	Q96J02	P55957	ITCH	BID	UniProt	ITCH_HUMAN	p15 <span class="match term1">BID</span> is ubiquitinated by <span class="match term0">ITCH</span>; ubiquitination results in proteasome-dependent degradation	HECT	1	Training data	H.sapiens
1123	ITCH_HUMAN	LRP6_HUMAN	Q96J02	O75581	ITCH	LRP6	MEDLINE	28966723	UbiNet 2.0	HECT	1	Other	H.sapiens
1124	ITCH_HUMAN	NOTC3_HUMAN	Q96J02	Q9UM47	ITCH	NOTCH3	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1125	ITCH_HUMAN	ITSN1_HUMAN	Q96J02	Q15811	ITCH	ITSN1	MEDLINE	29851086	Thus, different modes of ubiquitination regulated by <span class="match term0">AIP4</span> have opposite effects on <span class="match term1">ITSN1</span> isoform stability.	HECT	1	Other	H.sapiens
1126	ITCH_HUMAN	JUN_HUMAN	Q96J02	P05412	ITCH	JUN	MEDLINE	15469925	Inhibition of lysosomal protein degradation by bafilomycin or chloroquine stabilized <span class="match term1">Jun</span> but had no effect on the stability of mutated <span class="match term1">Jun</span> that was not ubiquitinated by <span class="match term0">Itch</span>/AIP4	HECT	1	Training data	H.sapiens
1127	ITCH_HUMAN	M1_I33A0	Q96J02	P05777	ITCH	M	MEDLINE	30328013	UbiNet 2.0	HECT	1	Other	H.sapiens
1128	ITCH_HUMAN	EGFR_HUMAN	Q96J02	P00533	ITCH	EGFR	MEDLINE	12226085	In addition, we observed that CBLC increases the ubiquitination of <span class="match term1">EGFR</span>, and that coexpressing the WW domains of <span class="match term0">AIP4</span> exerts a dominant negative effect on <span class="match term1">EGFR</span> ubiquitination	HECT	1	Training data	H.sapiens
1129	ITCH_HUMAN	P63_HUMAN	Q96J02	Q9H3D4	ITCH	TP63	MEDLINE	17592138	Similarly, both c-Jun and <span class="match term1">p63</span> polyubiquitylation by <span class="match term0">Itch</span> are inhibited by N4BP1	HECT	1	Training data	H.sapiens
1130	ITCH_HUMAN	SNX9_HUMAN	Q96J02	Q9Y5X1	ITCH	SNX9	MEDLINE	20491914	Interaction with the PRD of <span class="match term0">Itch</span> is essential for <span class="match term1">SNX9</span> ubiquitylation and degradation	HECT	1	Training data	H.sapiens
1131	ITCH_HUMAN	CPSF6_HUMAN	Q96J02	Q16630	ITCH	CPSF6	MEDLINE	16055720	We validated one complex in detail, showing that WW domains of the <span class="match term0">AIP4</span> E3 protein-ubiquitin ligase bind directly to a PPXY motif in the p68 subunit of pre-mRNA cleavage and polyadenylation factor Im in a manner that promotes p68 ubiquitylation	HECT	1	Training data	H.sapiens
1132	ITCH_HUMAN	LATS1_HUMAN	Q96J02	O95835	ITCH	LATS1	MEDLINE	21383157	UbiNet 2.0	HECT	1	Training data	H.sapiens
1133	ITCH_HUMAN	P73_HUMAN	Q96J02	O15350	ITCH	TP73	MEDLINE	18701449	A regulatory circuit controlling <span class="match term0">Itch</span>-mediated <span class="match term1">p73</span> degradation by Runx	HECT	1	Training data	H.sapiens
1134	ITCH_HUMAN	FYN_HUMAN	Q96J02	P06241	ITCH	FYN	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1135	ITCH_HUMAN	OCLN_HUMAN	Q96J02	Q16625	ITCH	OCLN	MEDLINE	15605377	UbiNet 2.0	HECT	1	Training data	H.sapiens
1136	ITCH_HUMAN	RASF5_HUMAN	Q96J02	Q8WWW0	ITCH	RASSF5	MEDLINE	23538446	Importantly, the overexpression of <span class="match term0">Itch</span> induces <span class="match term1">RASSF5</span> degradation by poly-ubiquitination via 26S proteasome pathway	HECT	1	Other	H.sapiens
1137	ITCH_HUMAN	JUNB_HUMAN	Q96J02	P17275	ITCH	JUNB	MEDLINE	15358865	Activation of the Jun amino-terminal kinase (JNK) mitogen-activated protein kinase cascade after T cell stimulation accelerated degradation of c-Jun and <span class="match term1">JunB</span> through phosphorylation-dependent activation of the E3 ligase <span class="match term0">Itch</span>	HECT	1	Training data	H.sapiens
1138	ITCH_HUMAN	SUFU_HUMAN	Q96J02	Q9UMX1	ITCH	SUFU	MEDLINE	29515120	<span class="match term0">Itch</span>/beta-arrestin2-dependent non-proteolytic ubiquitylation of <span class="match term1">SuFu</span> controls Hedgehog signalling and medulloblastoma tumorigenesis.	HECT	1	Other	H.sapiens
1139	ITCH_HUMAN	ITCH_HUMAN	Q96J02	Q96J02	ITCH	ITCH	MEDLINE	17592138	By competing with p73 alpha for binding to the WW2 domain, N4BP1 reduces the ability of <span class="match term0">Itch</span> to recruit and ubiquitylate p73 alpha and inhibits <span class="match term0">Itch</span> autoubiquitylation activity both in in vitro and in vivo ubiquitylation assays	HECT	1	Training data	H.sapiens
1140	ITCH_HUMAN	CBL_HUMAN	Q96J02	P22681	ITCH	CBL	MEDLINE	19341794	These effects combine to cause increased ubiquitylation of <span class="match term0">Itch</span> substrates including Endophilin and <span class="match term1">Cbl</span>, resulting in the proteasome-dependent down regulation of these key trafficking proteins	HECT	1	Training data	H.sapiens
1141	ITCH_HUMAN	CASL_HUMAN	Q96J02	Q14511	ITCH	NEDD9	MEDLINE	15051726	<span class="match term0">AIP4</span> forms a complex with both Smad3 and <span class="match term1">HEF1</span> through its WW domains in a TGF-beta-independent manner and regulates <span class="match term1">HEF1</span> ubiquitination and degradation, which can be enhanced by TGF-beta stimulation	HECT	1	Training data	H.sapiens
1142	ITCH_HUMAN	PLCG1_HUMAN	Q96J02	P19174	ITCH	PLCG1	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1143	ITCH_HUMAN	PTC1_HUMAN	Q96J02	Q13635	ITCH	PTCH1	MEDLINE	25092867	Here, we report that the C-terminal domain (CTD) of <span class="match term1">PTCH1</span> interacts with and is ubiquitylated on K1413 by the E3 ubiquitin-protein ligase Itchy homolog (<span class="match term0">Itch</span>), a Nedd4 family member	HECT	1	Other	H.sapiens
1144	ITCH_HUMAN	GLI1_HUMAN	Q96J02	P08151	ITCH	GLI1	MEDLINE	20818436	Numb activates the E3 ligase <span class="match term0">Itch</span> to control <span class="match term1">Gli1</span> function through a novel degradation signal.	HECT	1	Other	H.sapiens
1145	ITCH_HUMAN	BRAT1_HUMAN	Q96J02	Q6PJG6	ITCH	BRAT1	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1146	ITCH_HUMAN	NOTC1_HUMAN	Q96J02	P46531	ITCH	NOTCH1	MEDLINE	19567869	Numb mutants that do not interact with the ubiquitin-protein isopeptide ligase, <span class="match term0">Itch</span>, or that lack motifs important for interaction with endocytic proteins fail to promote <span class="match term1">Notch1</span> degradation	HECT	1	Training data	H.sapiens
1147	ITCH_HUMAN	ERBB3_HUMAN	Q96J02	P21860	ITCH	ERBB3	MEDLINE	27203743	The anti-HER3 (<span class="match term1">ErbB3</span>) therapeutic antibody 9F7-F11 induces HER3 ubiquitination and degradation in tumors through JNK1/2- dependent <span class="match term0">ITCH</span>/AIP4 activation.	HECT	1	Other	H.sapiens
1148	ITCH_HUMAN	PLIN1_HUMAN	Q96J02	O60240	ITCH	PLIN1	MEDLINE	20504295	UbiNet 2.0	HECT	1	Training data	H.sapiens
1149	ITCH_HUMAN	PO5F1_HUMAN	Q96J02	Q01860	ITCH	POU5F1	MEDLINE	23255053	UbiNet 2.0	HECT	1	Training data	H.sapiens
1150	ITCH_HUMAN	TGFI1_HUMAN	Q96J02	O43294	ITCH	TGFB1I1	MEDLINE	28612841	Mechanistically, we demonstrate that <span class="match term0">Itch</span> directly binds to <span class="match term1">HIC-5</span> and targets it for K63-linked ubiquitination to inhibit IL-17-driven intestinal fibrosis	HECT	1	Other	H.sapiens
1151	ITCH_HUMAN	BRAF_HUMAN	Q96J02	P15056	ITCH	BRAF	MEDLINE	31015455	K27-linked ubiquitination of <span class="match term1">BRAF</span> by <span class="match term0">ITCH</span> engages cytokine response to maintain MEK-ERK signaling	HECT	1	Other	H.sapiens
1152	ITCH_HUMAN	DDX5_HUMAN	Q96J02	P17844	ITCH	DDX5	MEDLINE	16055720	UbiNet 2.0	HECT	1	Training data	H.sapiens
1153	ITCH_HUMAN	GLIS3_HUMAN	Q96J02	Q8NEA6	ITCH	GLIS3	MEDLINE	26147758	HECT E3 Ubiquitin Ligase <span class="match term0">Itch</span> Functions as a Novel Negative Regulator of Gli-Similar 3 (<span class="match term1">Glis3</span>) Transcriptional Activity.	HECT	1	Other	H.sapiens
1154	ITCH_HUMAN	TRPV4_HUMAN	Q96J02	Q9HBA0	ITCH	TRPV4	MEDLINE	20650893	Surprisingly, angiotensin stimulation results in ubiquitination of <span class="match term1">TRPV4</span>, a process that requires beta-arrestin 1, and subsequently to internalization and functional down-regulation of <span class="match term1">TRPV4</span>. beta-Arrestin 1 interacts with, and acts as an adaptor for <span class="match term0">AIP4</span>, an E3 ubiquitin ligase responsible for <span class="match term1">TRPV4</span> ubiquitination.	HECT	1	Training data	H.sapiens
1155	ITCH_HUMAN	TAB1_HUMAN	Q96J02	Q15750	ITCH	TAB1	MEDLINE	25714464	The E3 ubiquitin ligase <span class="match term0">Itch</span> inhibits p38alpha signaling and skin inflammation through the ubiquitylation of <span class="match term1">Tab1</span>.	HECT	1	Other	H.sapiens
1156	ITCH_HUMAN	BIRC2_HUMAN	Q96J02	Q13490	ITCH	BIRC2	MEDLINE	23109427	UbiNet 2.0	HECT	1	Training data	H.sapiens
1157	ITCH_HUMAN	BCL10_HUMAN	Q96J02	O95999	ITCH	BCL10	MEDLINE	15082780	The HECT domain ubiquitin ligases NEDD4 and <span class="match term0">Itch</span> promote ubiquitination and degradation of <span class="match term1">Bcl10</span>, thus downmodulating NF-kappa B activation	HECT	1	Training data	H.sapiens
1158	ITCH_HUMAN	LAPM5_HUMAN	Q96J02	Q13571	ITCH	LAPTM5	MEDLINE	22009753	UbiNet 2.0	HECT	1	Training data	H.sapiens
1159	ITCH_HUMAN	SHLB1_HUMAN	Q96J02	Q9Y371	ITCH	SH3GLB1	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1160	ITCH_HUMAN	SH3G2_HUMAN	Q96J02	Q99962	ITCH	SH3GL2	MEDLINE	14684745	UbiNet 2.0	HECT	1	Training data	H.sapiens
1161	ITCH_HUMAN	CD3Z_HUMAN	Q96J02	P20963	ITCH	CD247	MEDLINE	20637659	UbiNet 2.0	HECT	1	Other	H.sapiens
1162	ITCH_HUMAN	DVL2_HUMAN	Q96J02	O14641	ITCH	DVL2	MEDLINE	22826439	UbiNet 2.0	HECT	1	Other	H.sapiens
1163	ITCH_HUMAN	MAVS_HUMAN	Q96J02	Q7Z434	ITCH	MAVS	MEDLINE	19881509	UbiNet 2.0	HECT	1	Training data	H.sapiens
1164	ITCH_HUMAN	VFLIP_HHV8P	Q96J02	F5HEZ4	ITCH	ORF71	MEDLINE	27912080	UbiNet 2.0	HECT	1	Other	H.sapiens
1165	ITCH_HUMAN	CFLAR_HUMAN	Q96J02	O15519	ITCH	CFLAR	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1166	ITCH_HUMAN	ERBB4_HUMAN	Q96J02	Q15303	ITCH	ERBB4	MEDLINE	18334649	<span class="match term0">Itch</span> catalyzed ubiquitination of <span class="match term1">ErbB4</span> CYT-1, promoted its localization into intracellular vesicles, and stimulated degradation of <span class="match term1">ErbB4</span> CYT-1	HECT	1	Training data	H.sapiens
1167	ITCH_HUMAN	TXNIP_HUMAN	Q96J02	Q9H3M7	ITCH	TXNIP	MEDLINE	20068034	UbiNet 2.0	HECT	1	Training data	H.sapiens
1168	ITCH_HUMAN	SHIP2_HUMAN	Q96J02	O15357	ITCH	INPPL1	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1169	ITCH_HUMAN	H12_HUMAN	Q96J02	P16403	ITCH	H1-2	MEDLINE	30517763	Phosphorylation of <span class="match term0">ITCH</span> at Ser257 by AKT led to the nuclear localization of <span class="match term0">ITCH</span> and ubiquitination of <span class="match term1">H1.2</span>	HECT	1	Other	H.sapiens
1170	ITCH_HUMAN	PLIN2_HUMAN	Q96J02	Q99541	ITCH	PLIN2	MEDLINE	20504295	UbiNet 2.0	HECT	1	Training data	H.sapiens
1171	ITCH_HUMAN	TGIF1_HUMAN	Q96J02	Q15583	ITCH	TGIF1	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1172	ITCH_HUMAN	RIPK2_HUMAN	Q96J02	O43353	ITCH	RIPK2	MEDLINE	19592251	UbiNet 2.0	HECT	1	Training data	H.sapiens
1173	ITCH_HUMAN	TRPC4_HUMAN	Q96J02	Q9UBN4	ITCH	TRPC4	MEDLINE	17110928	UbiNet 2.0	HECT	1	Training data	H.sapiens
1174	ITCH_HUMAN	YAP1_HUMAN	Q96J02	P46937	ITCH	YAP1	MEDLINE	23564455	Consequently, Amot130 promotes the ubiquitination of <span class="match term1">YAP</span> by <span class="match term0">AIP4</span> and prevents <span class="match term0">AIP4</span> from binding to large tumor suppressor 1	HECT	1	Other	H.sapiens
1175	ITCH_HUMAN	MAR1_HUMAN	Q96J02	Q16655	ITCH	MLANA	MEDLINE	15703212	Both NEDD4 and <span class="match term0">Itch</span> participate in the degradation of Melan-A	HECT	1	Training data	H.sapiens
1176	ITCH_HUMAN	RIPK1_HUMAN	Q96J02	Q13546	ITCH	RIPK1	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1177	ITCH_HUMAN	M3K7_HUMAN	Q96J02	O43318	ITCH	MAP3K7	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1178	ITCH_HUMAN	GNPTA_HUMAN	Q96J02	Q3T906	ITCH	GNPTAB	MEDLINE	33789105	Decreased O-GlcNAc modification of <span class="match term1">TM/ICD</span> increases the binding of E3 ubiquitin ligase <span class="match term0">Itch</span> to <span class="match term1">TM/ICD</span> and promotes its degradation	HECT	1	Other	H.sapiens
1179	ITCH_HUMAN	NFE2_HUMAN	Q96J02	Q16621	ITCH	NFE2	MEDLINE	18718448	Confocal microscopy revealed that ubiquitinated <span class="match term1">p45</span>/NF-E2 became localized in the cytoplasm when <span class="match term0">Itch</span> was over-expressed	HECT	1	Training data	H.sapiens
1180	ITCH_HUMAN	HGS_HUMAN	Q96J02	O14964	ITCH	HGS	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1181	ITCH_HUMAN	AMOT_HUMAN	Q96J02	Q4VCS5	ITCH	AMOT	MEDLINE	23564455	UbiNet 2.0	HECT	1	Other	H.sapiens
1182	ITCH_HUMAN	MP2K4_HUMAN	Q96J02	P45985	ITCH	MAP2K4	MEDLINE	19737936	The JNK substrate <span class="match term0">Itch</span> (a HECT domain-containing Nedd4-like ubiquitin protein ligase) bound to <span class="match term1">MKK4</span>, ubiquitinated lysines 140 and 143, and promoted <span class="match term1">MKK4</span> degradation	HECT	1	Training data	H.sapiens
1183	ITCH_HUMAN	P4K2A_HUMAN	Q96J02	Q9BTU6	ITCH	PI4K2A	MEDLINE	23146885	Phosphatidylinositol 4-kinase IIalpha function at endosomes is regulated by the ubiquitin ligase <span class="match term0">Itch</span>.	HECT	1	Other	H.sapiens
1184	ITCH_HUMAN	DTX1_HUMAN	Q96J02	Q86Y01	ITCH	DTX1	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1185	ITCH_HUMAN	SMAD2_HUMAN	Q96J02	Q15796	ITCH	SMAD2	MEDLINE	22199232	E3Net	HECT	1	Other	H.sapiens
1186	BACD3_HUMAN	CEP97_HUMAN	Q9H3F6	Q8IW35	KCTD10	CEP97	MEDLINE	30404837	Cullin-3-<span class="match term0">KCTD10</span>-mediated <span class="match term1">CEP97</span> degradation promotes primary cilium formation.	SINGLE_OTHER	1	Other	H.sapiens
1187	BACD3_HUMAN	RHOB_HUMAN	Q9H3F6	P62745	KCTD10	RHOB	MEDLINE	29358211	The Cullin-3-Rbx1-<span class="match term0">KCTD10</span> complex controls endothelial barrier function via K63 ubiquitination of <span class="match term1">RhoB</span>	SINGLE_OTHER	1	Other	H.sapiens
1188	BACD3_HUMAN	TCAM1_HUMAN	Q9H3F6	Q8IUC6	KCTD10	TICAM1	MEDLINE	32484264	UbiNet 2.0	SINGLE_OTHER	1	Other	H.sapiens
1189	KCD11_HUMAN	HDAC1_HUMAN	Q693B1	Q13547	KCTD11	HDAC1	MEDLINE	20081843	Histone deacetylase and Cullin3-REN(<span class="match term0">KCTD11</span>) ubiquitin ligase interplay regulates Hedgehog signalling through Gli acetylation.	BTB_OTHER	1	Other	H.sapiens
1190	BACD1_HUMAN	RHOA_HUMAN	Q8WZ19	P61586	KCTD13	RHOA	UniProt	BACD1_HUMAN	The BCR(<span class="match term0">BACURD1</span>) E3 ubiquitin ligase complex mediates the ubiquitination of <span class="match term1">RHOA</span>, leading to its degradation by the proteasome, thereby regulating the actin cytoskeleton and cell migration	BTB_OTHER	1	Training data	H.sapiens
1191	KCD17_HUMAN	TCHP_HUMAN	Q8N5Z5	Q9BT92	KCTD17	TCHP	MEDLINE	25270598	UbiNet 2.0	Other	1	Other	H.sapiens
1192	KDM2A_HUMAN	F263_HUMAN	Q9Y2K7	Q16875	KDM2A	PFKFB3	MEDLINE	34079757	Specifically, we defined that one of the key enzymes of glycolysis <span class="match term1">PFKFB3</span> (6-phosphofructo-2-kinase) is ubiquitylated by <span class="match term0">KDM2A</span> which suppresses MM cell proliferation.	F-box	1	Other	H.sapiens
1193	KDM2B_HUMAN	H2A2C_HUMAN	Q8NHM5	Q16777	KDM2B	H2AC20	MEDLINE	24658274	UbiNet 2.0	SINGLE_OTHER	1	Other	H.sapiens
1194	KDM2B_HUMAN	FOS_HUMAN	Q8NHM5	P01100	KDM2B	FOS	MEDLINE	26725323	<span class="match term0">KDM2B</span>/FBXL10 targets c-<span class="match term1">Fos</span> for ubiquitylation and degradation in response to mitogenic stimulation.	SINGLE_OTHER	1	Other	H.sapiens
1195	KEAP1_HUMAN	NF2L2_HUMAN	Q14145	Q16236	KEAP1	NFE2L2	MEDLINE	15985429	<span class="match term0">Keap1</span> polyubiquitination coincided with <span class="match term1">Nrf2</span> stabilization and nuclear accumulation	BTB_3	1	Training data	H.sapiens
1196	KEAP1_HUMAN	MCM3_HUMAN	Q14145	P25205	KEAP1	MCM3	MEDLINE	22199232	E3Net	BTB_3	1	Other	H.sapiens
1197	KEAP1_HUMAN	PGAM5_HUMAN	Q14145	Q96HS1	KEAP1	PGAM5	MEDLINE	17046835	<span class="match term0">Keap1</span>-dependent ubiquitination of <span class="match term1">PGAM5</span> results in proteasome-dependent degradation of <span class="match term1">PGAM5</span>	BTB_3	1	Training data	H.sapiens
